city,pincode,district,state,country
Pedagaruvu,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Santhari,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Matyapuram,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Boddaput,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Bangarampeta,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Chodyam.,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Thotaluru,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Cheedikada,531028,Anakapalli,ANDHRA PRADESH,india
Kandivaram,531028,Anakapalli,ANDHRA PRADESH,india
Manchala,531028,Anakapalli,ANDHRA PRADESH,india
Sirijam,531028,Anakapalli,ANDHRA PRADESH,india
V B Peta,531028,Anakapalli,ANDHRA PRADESH,india
Bapiraju Kothapalli,531085,VISAKHAPATANAM,ANDHRA PRADESH,india
Kailasapatnam,531085,VISAKHAPATANAM,ANDHRA PRADESH,india
Lingapuram,531085,VISAKHAPATANAM,ANDHRA PRADESH,india
Rolugunta,531114,Anakapalli,ANDHRA PRADESH,india
Bennabhupalapatnam,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Dharnasagaram,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Gabbada,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Gondipakalau,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Gundupala,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Lammasingi,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Jammadevipeta,531027,Anakapalli,ANDHRA PRADESH,india
Vommali Jagannadhapuram,531027,Anakapalli,ANDHRA PRADESH,india
L Ponnavolu,531027,Anakapalli,ANDHRA PRADESH,india
Kavagunta,531027,Anakapalli,ANDHRA PRADESH,india
Giduturu,531113,Anakapalli,ANDHRA PRADESH,india
Mallavaram,531113,Anakapalli,ANDHRA PRADESH,india
Rachapalli,531113,Anakapalli,ANDHRA PRADESH,india
Golugondapeta,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
M B Patnam,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Manyapuratla,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Srungavaram,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Vedurupalle,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Chintalaveedhi,531024,Alluri Sitharama Raju,ANDHRA PRADESH,india
Iradapalle,531024,Alluri Sitharama Raju,ANDHRA PRADESH,india
Minimuluru,531024,Alluri Sitharama Raju,ANDHRA PRADESH,india
Basiputtu,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Jolaput,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Poipalli,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Ginnelakota,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Laxmipeta,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Jarjula,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Kumada,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Injari,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Chinnagummuluru,531083,Anakapalli,ANDHRA PRADESH,india
Geddapalem,531083,Anakapalli,ANDHRA PRADESH,india
Revupolavaram,531083,Anakapalli,ANDHRA PRADESH,india
Gompa,531025,Anakapalli,ANDHRA PRADESH,india
Tattabanda,531025,Anakapalli,ANDHRA PRADESH,india
Galikonda,531133,Alluri Sitharama Raju,ANDHRA PRADESH,india
Rintada,531133,Alluri Sitharama Raju,ANDHRA PRADESH,india
Dibbidi,531026,Anakapalli,ANDHRA PRADESH,india
Mukundapuram,531026,Anakapalli,ANDHRA PRADESH,india
P Bhimavaram,531026,Anakapalli,ANDHRA PRADESH,india
D Suravaram,531026,Anakapalli,ANDHRA PRADESH,india
Chollangipeta,533461,Kakinada,ANDHRA PRADESH,india
Sampara,533344,Kakinada,ANDHRA PRADESH,india
Pyna,533344,Kakinada,ANDHRA PRADESH,india
Rajupalem,533344,Kakinada,ANDHRA PRADESH,india
Yandamuru,533468,Kakinada,ANDHRA PRADESH,india
Gorripudi,533468,Kakinada,ANDHRA PRADESH,india
Karakuduru,533006,Kakinada,ANDHRA PRADESH,india
Sahapuram,533462,Kakinada,ANDHRA PRADESH,india
Pathigondi,533463,Kakinada,ANDHRA PRADESH,india
Silalanka,533463,Kakinada,ANDHRA PRADESH,india
Siripuram,533260,Kakinada,ANDHRA PRADESH,india
Neelapalli,533464,Kakinada,ANDHRA PRADESH,india
Pallipalem,533464,Kakinada,ANDHRA PRADESH,india
Jaderu,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Marripalem,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Vetamamidi,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Yerramreddypalem,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kothaperumallapuram,533449,Kakinada,ANDHRA PRADESH,india
Sarabhavaram,533430,Kakinada,ANDHRA PRADESH,india
Vommangi,533430,Kakinada,ANDHRA PRADESH,india
Rayavaram,533445,Kakinada,ANDHRA PRADESH,india
Bhogapuram,533445,Kakinada,ANDHRA PRADESH,india
Ramavaram,533435,Kakinada,ANDHRA PRADESH,india
Mallepalli,533435,Kakinada,ANDHRA PRADESH,india
Rajapudi,533435,Kakinada,ANDHRA PRADESH,india
Somavaram,533435,Kakinada,ANDHRA PRADESH,india
Z Ragampeta,533435,Kakinada,ANDHRA PRADESH,india
Chendurti,533451,Kakinada,ANDHRA PRADESH,india
B Kothuru,533431,Kakinada,ANDHRA PRADESH,india
S Thimmapuram,533431,Kakinada,ANDHRA PRADESH,india
Kamatam Mallavaram,533407,Kakinada,ANDHRA PRADESH,india
Ramanakkapeta,533447,Kakinada,ANDHRA PRADESH,india
Yendapalli,533447,Kakinada,ANDHRA PRADESH,india
Pulimeru,533433,Kakinada,ANDHRA PRADESH,india
Tamarada,533437,Kakinada,ANDHRA PRADESH,india
Kandrakota,533437,Kakinada,ANDHRA PRADESH,india
Katravulapalli,533437,Kakinada,ANDHRA PRADESH,india
Marripudi,533437,EAST GODAVARI,ANDHRA PRADESH,india
Kolanka,533450,Kakinada,ANDHRA PRADESH,india
Gokivada,533450,Kakinada,ANDHRA PRADESH,india
Komaragiri,533450,Kakinada,ANDHRA PRADESH,india
Navara,533450,Kakinada,ANDHRA PRADESH,india
Pavara,533450,Kakinada,ANDHRA PRADESH,india
Pedasankarlapudi,533432,Kakinada,ANDHRA PRADESH,india
Siripuram,533432,Kakinada,ANDHRA PRADESH,india
Ammirekula,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Donelapalem,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Jaddangi,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Sarabhavaram,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Thantikonda,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Mukundavaram,533291,EAST GODAVARI,ANDHRA PRADESH,india
Pedarayavaram,533291,EAST GODAVARI,ANDHRA PRADESH,india
Konthangi,533446,Kakinada,ANDHRA PRADESH,india
Santhapydipala,533446,Kakinada,ANDHRA PRADESH,india
Srungavruksham,533408,Kakinada,ANDHRA PRADESH,india
Addaripeta,533401,Kakinada,ANDHRA PRADESH,india
Talluru,533401,Kakinada,ANDHRA PRADESH,india
Kummarilova,533401,Kakinada,ANDHRA PRADESH,india
Durcherthi,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
Gontuvanipalem,533429,Alluri Sitharama Raju,ANDHRA PRADESH,india
J Annavaram,533429,Kakinada,ANDHRA PRADESH,india
Kimmuru,533429,Alluri Sitharama Raju,ANDHRA PRADESH,india
Ampavalli,535557,Parvathipuram Manyam,ANDHRA PRADESH,india
Narayanapuram,535557,Parvathipuram Manyam,ANDHRA PRADESH,india
Gollapalli,535573,VIZIANAGARAM,ANDHRA PRADESH,india
Penta,535573,VIZIANAGARAM,ANDHRA PRADESH,india
Barli,535559,Parvathipuram Manyam,ANDHRA PRADESH,india
Bobbili R.S,535559,VIZIANAGARAM,ANDHRA PRADESH,india
Chintada,535559,VIZIANAGARAM,ANDHRA PRADESH,india
Kotaseetharampuram,535559,Parvathipuram Manyam,ANDHRA PRADESH,india
Mirthivalasa,535559,Parvathipuram Manyam,ANDHRA PRADESH,india
Ramuduvalasa,535559,VIZIANAGARAM,ANDHRA PRADESH,india
Gotnandi,535128,VIZIANAGARAM,ANDHRA PRADESH,india
Kumaram,535128,VIZIANAGARAM,ANDHRA PRADESH,india
KAPUSAMBHAM,535128,VIZIANAGARAM,ANDHRA PRADESH,india
Budarayavalasa,535102,VIZIANAGARAM,ANDHRA PRADESH,india
A.Venkampeta,535547,Parvathipuram Manyam,ANDHRA PRADESH,india
Thurumamidi,535547,Parvathipuram Manyam,ANDHRA PRADESH,india
Pandiri Mamidivalasa,535593,Parvathipuram Manyam,ANDHRA PRADESH,india
Naringopodar,535593,Parvathipuram Manyam,ANDHRA PRADESH,india
Gollala Mulagam,535125,VIZIANAGARAM,ANDHRA PRADESH,india
Ramalingapuram,535125,VIZIANAGARAM,ANDHRA PRADESH,india
Batuva,535125,SRIKAKULAM,ANDHRA PRADESH,india
Palavalasa,535125,VIZIANAGARAM,ANDHRA PRADESH,india
Gadivalasa,535592,Parvathipuram Manyam,ANDHRA PRADESH,india
Kondadevupalli,535568,VIZIANAGARAM,ANDHRA PRADESH,india
Chowdantivalasa,535579,VIZIANAGARAM,ANDHRA PRADESH,india
Kondakenguva,535579,VIZIANAGARAM,ANDHRA PRADESH,india
Rompalli,535579,VIZIANAGARAM,ANDHRA PRADESH,india
Sompuram,535579,VIZIANAGARAM,ANDHRA PRADESH,india
Tarapuram,535579,VIZIANAGARAM,ANDHRA PRADESH,india
Panchali,535591,Parvathipuram Manyam,ANDHRA PRADESH,india
Viswanadhapuram,535591,Parvathipuram Manyam,ANDHRA PRADESH,india
Kothavalasa,535591,Parvathipuram Manyam,ANDHRA PRADESH,india
Mosuru,535591,Parvathipuram Manyam,ANDHRA PRADESH,india
Panukuvalasa,535591,Parvathipuram Manyam,ANDHRA PRADESH,india
Pedaborabanda,535591,Parvathipuram Manyam,ANDHRA PRADESH,india
Chittelaba,535591,VIZIANAGARAM,ANDHRA PRADESH,india
Chakarapalli,535546,Parvathipuram Manyam,ANDHRA PRADESH,india
Lakshmipuram Agraharam,535546,Parvathipuram Manyam,ANDHRA PRADESH,india
Pedankalam,535546,Parvathipuram Manyam,ANDHRA PRADESH,india
Devunikanapaka,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Lavidam Agraharam,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Gobburu,532148,SRIKAKULAM,ANDHRA PRADESH,india
Ramachandrapuram Agraharam,532148,SRIKAKULAM,ANDHRA PRADESH,india
Yenduva,532148,SRIKAKULAM,ANDHRA PRADESH,india
Koratam,535126,VIZIANAGARAM,ANDHRA PRADESH,india
Ravipalli,535463,Parvathipuram Manyam,ANDHRA PRADESH,india
Dalaivalasa,535463,Parvathipuram Manyam,ANDHRA PRADESH,india
Vallarigudaba,535463,Parvathipuram Manyam,ANDHRA PRADESH,india
Pedakharja,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Rastakuntubai,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Karivalasa,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Yegulavada,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Babbidi,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Kotipam,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Chinageesada,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Gangareguvalasa,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Rajyalakshmipuram,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Tulasivalasa,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Chaparayabinnidi,535524,Parvathipuram Manyam,ANDHRA PRADESH,india
Jumbiri,535534,Parvathipuram Manyam,ANDHRA PRADESH,india
Valasaballeru,535534,Parvathipuram Manyam,ANDHRA PRADESH,india
Vobbangi,535534,Parvathipuram Manyam,ANDHRA PRADESH,india
Mulaga,535522,Parvathipuram Manyam,ANDHRA PRADESH,india
Singupuram,532462,Parvathipuram Manyam,ANDHRA PRADESH,india
Devudala,532440,Parvathipuram Manyam,ANDHRA PRADESH,india
Regidi,532440,SRIKAKULAM,ANDHRA PRADESH,india
Vikrampuram,535502,Parvathipuram Manyam,ANDHRA PRADESH,india
Surampeta,535527,Parvathipuram Manyam,ANDHRA PRADESH,india
Sirlam,535527,Parvathipuram Manyam,ANDHRA PRADESH,india
Sudigam,535527,Parvathipuram Manyam,ANDHRA PRADESH,india
Kudama,535525,Parvathipuram Manyam,ANDHRA PRADESH,india
Santhoshapuram,535525,Parvathipuram Manyam,ANDHRA PRADESH,india
Markondaputti,535525,Parvathipuram Manyam,ANDHRA PRADESH,india
Sunki Agraharam,535525,Parvathipuram Manyam,ANDHRA PRADESH,india
Kuddapalli,532443,Parvathipuram Manyam,ANDHRA PRADESH,india
Sambham,532443,Parvathipuram Manyam,ANDHRA PRADESH,india
Talagam,532461,SRIKAKULAM,ANDHRA PRADESH,india
Sivvam,532461,SRIKAKULAM,ANDHRA PRADESH,india
Vangara,532461,SRIKAKULAM,ANDHRA PRADESH,india
Vanduva,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
Pudipalli,533339,EAST GODAVARI,ANDHRA PRADESH,india
Choppakonda,533288,EAST GODAVARI,ANDHRA PRADESH,india
Vemagiri,533125,EAST GODAVARI,ANDHRA PRADESH,india
Utla,533284,Alluri Sitharama Raju,ANDHRA PRADESH,india
Chinabhimpalli,533286,Alluri Sitharama Raju,ANDHRA PRADESH,india
Tirumalayapalem,533286,EAST GODAVARI,ANDHRA PRADESH,india
Kanavaram,533296,EAST GODAVARI,ANDHRA PRADESH,india
Srirampuram,533353,EAST GODAVARI,ANDHRA PRADESH,india
Madiki,533126,Konaseema,ANDHRA PRADESH,india
Muramanda,533126,EAST GODAVARI,ANDHRA PRADESH,india
Veeravaram,533126,EAST GODAVARI,ANDHRA PRADESH,india
Madhurapudi,533102,EAST GODAVARI,ANDHRA PRADESH,india
Srirangapatnam,533289,EAST GODAVARI,ANDHRA PRADESH,india
Mallavaram,533285,EAST GODAVARI,ANDHRA PRADESH,india
Bhupatipalem,533285,Alluri Sitharama Raju,ANDHRA PRADESH,india
Molleru,533285,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kutrawada,533295,Alluri Sitharama Raju,ANDHRA PRADESH,india
Gondivada,533295,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kintukuru,533288,EAST GODAVARI,ANDHRA PRADESH,india
Pamulamamidi,533295,Alluri Sitharama Raju,ANDHRA PRADESH,india
Pallakadiyam,533294,EAST GODAVARI,ANDHRA PRADESH,india
Narendrapuram,533294,EAST GODAVARI,ANDHRA PRADESH,india
Tadepalle,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Tamarapalli,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Akuru,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Bandapalli,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Beerampalli,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Busigudem,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Ginnepalli,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Chinakondepudi,533287,EAST GODAVARI,ANDHRA PRADESH,india
Kateru,533105,EAST GODAVARI,ANDHRA PRADESH,india
Mirthipadu,533293,EAST GODAVARI,ANDHRA PRADESH,india
CHUCHIREVULAGUDEM.,533350,Alluri Sitharama Raju,ANDHRA PRADESH,india
LINGAPURAM.,533347,Alluri Sitharama Raju,ANDHRA PRADESH,india
Guduru,533347,Alluri Sitharama Raju,ANDHRA PRADESH,india
Yeruvada,533347,Alluri Sitharama Raju,ANDHRA PRADESH,india
Laxminarasapuram,533342,EAST GODAVARI,ANDHRA PRADESH,india
Nalluru,533307,Konaseema,ANDHRA PRADESH,india
Narsipudi,533232,Konaseema,ANDHRA PRADESH,india
SURYARAOPETA,533232,EAST GODAVARI,ANDHRA PRADESH,india
Duggudurru,533263,Kakinada,ANDHRA PRADESH,india
Kuyyeru,533263,Kakinada,ANDHRA PRADESH,india
Addampalli,533262,Konaseema,ANDHRA PRADESH,india
Pathatungapadu,533341,EAST GODAVARI,ANDHRA PRADESH,india
Sundarapalli,533306,Konaseema,ANDHRA PRADESH,india
Venturu,533256,Konaseema,ANDHRA PRADESH,india
CHODAVARAM.,533256,Konaseema,ANDHRA PRADESH,india
Vedurupakasavaram,533346,Konaseema,ANDHRA PRADESH,india
Arthamuru,533340,Konaseema,ANDHRA PRADESH,india
Ippanapadu,533340,Konaseema,ANDHRA PRADESH,india
Bhadri,532427,SRIKAKULAM,ANDHRA PRADESH,india
Timadam,532427,SRIKAKULAM,ANDHRA PRADESH,india
Javam,532445,SRIKAKULAM,ANDHRA PRADESH,india
Ragolu,532484,SRIKAKULAM,ANDHRA PRADESH,india
Thotada,532484,SRIKAKULAM,ANDHRA PRADESH,india
Gurandi,532459,SRIKAKULAM,ANDHRA PRADESH,india
Padali,532459,SRIKAKULAM,ANDHRA PRADESH,india
Pedasankili,532459,SRIKAKULAM,ANDHRA PRADESH,india
Somarajapuram,532459,SRIKAKULAM,ANDHRA PRADESH,india
Regulapadu,532432,SRIKAKULAM,ANDHRA PRADESH,india
Chennaivalasa,532432,SRIKAKULAM,ANDHRA PRADESH,india
Romadala,532214,SRIKAKULAM,ANDHRA PRADESH,india
Mahasingi,532214,SRIKAKULAM,ANDHRA PRADESH,india
Chinnabagga,532455,Parvathipuram Manyam,ANDHRA PRADESH,india
Haddubangi,532455,Parvathipuram Manyam,ANDHRA PRADESH,india
Korama,532455,Parvathipuram Manyam,ANDHRA PRADESH,india
Sirusuvada,532455,SRIKAKULAM,ANDHRA PRADESH,india
Kittalapadu,532428,SRIKAKULAM,ANDHRA PRADESH,india
Ambaavilli,532428,SRIKAKULAM,ANDHRA PRADESH,india
Devadi,532421,SRIKAKULAM,ANDHRA PRADESH,india
Makivalasa,532421,SRIKAKULAM,ANDHRA PRADESH,india
Tekkalipadu,532421,SRIKAKULAM,ANDHRA PRADESH,india
Dimili,532457,SRIKAKULAM,ANDHRA PRADESH,india
Chiguruvalasa,532190,SRIKAKULAM,ANDHRA PRADESH,india
Kondavalasa,532190,SRIKAKULAM,ANDHRA PRADESH,india
Tiddimi,532213,SRIKAKULAM,ANDHRA PRADESH,india
AS Kaviti,532213,SRIKAKULAM,ANDHRA PRADESH,india
Talasamudram,532429,SRIKAKULAM,ANDHRA PRADESH,india
Dandulaxmipuram,532430,SRIKAKULAM,ANDHRA PRADESH,india
Umilada,532430,SRIKAKULAM,ANDHRA PRADESH,india
Annupuram,532426,SRIKAKULAM,ANDHRA PRADESH,india
Jamachakram,532426,SRIKAKULAM,ANDHRA PRADESH,india
Allada,532425,SRIKAKULAM,ANDHRA PRADESH,india
Kameswaripeta,532425,SRIKAKULAM,ANDHRA PRADESH,india
Parlam,532425,SRIKAKULAM,ANDHRA PRADESH,india
Chikkalavalasa,532425,SRIKAKULAM,ANDHRA PRADESH,india
Kothapolavalasa,532425,SRIKAKULAM,ANDHRA PRADESH,india
Akkulapeta,532186,SRIKAKULAM,ANDHRA PRADESH,india
Ponnam,532187,SRIKAKULAM,ANDHRA PRADESH,india
Turakapeta,532186,SRIKAKULAM,ANDHRA PRADESH,india
Ippili,532401,SRIKAKULAM,ANDHRA PRADESH,india
Koyyam,532408,SRIKAKULAM,ANDHRA PRADESH,india
Ponnada,532408,SRIKAKULAM,ANDHRA PRADESH,india
Bhairi,532405,SRIKAKULAM,ANDHRA PRADESH,india
Buravilli,532405,SRIKAKULAM,ANDHRA PRADESH,india
Salihundam,532405,SRIKAKULAM,ANDHRA PRADESH,india
Kovvadamachilesam,532407,SRIKAKULAM,ANDHRA PRADESH,india
Tallavalasa,532407,SRIKAKULAM,ANDHRA PRADESH,india
Bantupalle,532407,SRIKAKULAM,ANDHRA PRADESH,india
Budatavalasa,532403,SRIKAKULAM,ANDHRA PRADESH,india
Kesavadasupuram,532403,SRIKAKULAM,ANDHRA PRADESH,india
Gokarnapalli,532167,SRIKAKULAM,ANDHRA PRADESH,india
Lolugu,532168,SRIKAKULAM,ANDHRA PRADESH,india
Thandyam,532168,SRIKAKULAM,ANDHRA PRADESH,india
Tungapeta,532167,SRIKAKULAM,ANDHRA PRADESH,india
Varisam,532409,SRIKAKULAM,ANDHRA PRADESH,india
Anthakapalli,532127,SRIKAKULAM,ANDHRA PRADESH,india
Dasariraminaiduvalasa,532127,SRIKAKULAM,ANDHRA PRADESH,india
G.M.R.Nagar,532127,SRIKAKULAM,ANDHRA PRADESH,india
Guravam,532127,SRIKAKULAM,ANDHRA PRADESH,india
Kagam,532127,VIZIANAGARAM,ANDHRA PRADESH,india
Vommi,532127,SRIKAKULAM,ANDHRA PRADESH,india
Vasudevapatnam,532123,SRIKAKULAM,ANDHRA PRADESH,india
Vungarada,532123,SRIKAKULAM,ANDHRA PRADESH,india
Talatampara,532123,SRIKAKULAM,ANDHRA PRADESH,india
Kondagudem,532123,SRIKAKULAM,ANDHRA PRADESH,india
Ampolu,532404,SRIKAKULAM,ANDHRA PRADESH,india
Lingalavalasa,532404,SRIKAKULAM,ANDHRA PRADESH,india
Arasada,532122,SRIKAKULAM,ANDHRA PRADESH,india
Bhagempeta,532122,SRIKAKULAM,ANDHRA PRADESH,india
Pedasirlam,532122,SRIKAKULAM,ANDHRA PRADESH,india
Sarasanapalli,532122,SRIKAKULAM,ANDHRA PRADESH,india
Uddavolu,532122,VIZIANAGARAM,ANDHRA PRADESH,india
Pedanarayanapuram,532220,SRIKAKULAM,ANDHRA PRADESH,india
Bantukotturu,532220,SRIKAKULAM,ANDHRA PRADESH,india
Amalakudiya,532220,SRIKAKULAM,ANDHRA PRADESH,india
Parasurampuram,532220,SRIKAKULAM,ANDHRA PRADESH,india
Rangoi,532243,SRIKAKULAM,ANDHRA PRADESH,india
Tallabhadra,532243,SRIKAKULAM,ANDHRA PRADESH,india
Rattakanna,532312,SRIKAKULAM,ANDHRA PRADESH,india
Gorlapadu,532290,SRIKAKULAM,ANDHRA PRADESH,india
Makarampuram,532290,SRIKAKULAM,ANDHRA PRADESH,india
Pedasrirampuram,532290,SRIKAKULAM,ANDHRA PRADESH,india
Peddakojjiria,532290,SRIKAKULAM,ANDHRA PRADESH,india
Garudabhadra,532222,SRIKAKULAM,ANDHRA PRADESH,india
Jagathi,532322,SRIKAKULAM,ANDHRA PRADESH,india
Kapaskudda,532322,SRIKAKULAM,ANDHRA PRADESH,india
Jarjangi,532195,SRIKAKULAM,ANDHRA PRADESH,india
Killoyicolony,532242,SRIKAKULAM,ANDHRA PRADESH,india
Pitatholi,532242,SRIKAKULAM,ANDHRA PRADESH,india
Isakalapalem,532292,SRIKAKULAM,ANDHRA PRADESH,india
Poleru,532291,SRIKAKULAM,ANDHRA PRADESH,india
Sailada,532212,SRIKAKULAM,ANDHRA PRADESH,india
Lakkivalasa,532211,SRIKAKULAM,ANDHRA PRADESH,india
Rentikota,532221,SRIKAKULAM,ANDHRA PRADESH,india
Lotturu,532221,SRIKAKULAM,ANDHRA PRADESH,india
Kambalarayudupeta,532218,SRIKAKULAM,ANDHRA PRADESH,india
Kanitivooru,532218,SRIKAKULAM,ANDHRA PRADESH,india
Kurmanadhapuram,532218,SRIKAKULAM,ANDHRA PRADESH,india
Buragam,532284,SRIKAKULAM,ANDHRA PRADESH,india
Jinkibhadra,532284,SRIKAKULAM,ANDHRA PRADESH,india
Parasurampuram,532203,SRIKAKULAM,ANDHRA PRADESH,india
Pedalavunipalli,532204,SRIKAKULAM,ANDHRA PRADESH,india
Ayodhyapuram,532203,SRIKAKULAM,ANDHRA PRADESH,india
Marikavalasa,530048,VISAKHAPATANAM,ANDHRA PRADESH,india
Visweswarayanagar,530012,VISAKHAPATANAM,ANDHRA PRADESH,india
Kothaparadesipalem,531163,VISAKHAPATANAM,ANDHRA PRADESH,india
Gudivada,531162,VIZIANAGARAM,ANDHRA PRADESH,india
Ravada,531162,VIZIANAGARAM,ANDHRA PRADESH,india
Chippada,531162,VISAKHAPATANAM,ANDHRA PRADESH,india
Pandranki,531162,VISAKHAPATANAM,ANDHRA PRADESH,india
Revidi,531162,VISAKHAPATANAM,ANDHRA PRADESH,india
MULAKUDDU,531162,VISAKHAPATANAM,ANDHRA PRADESH,india
Nadupuru,530044,VISAKHAPATANAM,ANDHRA PRADESH,india
Chinamushidiwada,530051,VISAKHAPATANAM,ANDHRA PRADESH,india
Sowbhagya Rayapuram,531173,VISAKHAPATANAM,ANDHRA PRADESH,india
Mutcherla,531173,VISAKHAPATANAM,ANDHRA PRADESH,india
Kanamam,531173,VISAKHAPATANAM,ANDHRA PRADESH,india
Ananthavaram,531219,VISAKHAPATANAM,ANDHRA PRADESH,india
Chinnapuram,531219,VISAKHAPATANAM,ANDHRA PRADESH,india
Gandhavaram,531219,VISAKHAPATANAM,ANDHRA PRADESH,india
Gottupalli,531219,VISAKHAPATANAM,ANDHRA PRADESH,india
Kusuluwada,531219,VISAKHAPATANAM,ANDHRA PRADESH,india
Sirlapalem,531219,VISAKHAPATANAM,ANDHRA PRADESH,india
Bhandevupuram,531219,VISAKHAPATANAM,ANDHRA PRADESH,india
Simhachalam Hills,530028,VISAKHAPATANAM,ANDHRA PRADESH,india
Vedullanarava,530049,Anakapalli,ANDHRA PRADESH,india
Porlupalem,530047,VISAKHAPATANAM,ANDHRA PRADESH,india
Kotyada,535240,VIZIANAGARAM,ANDHRA PRADESH,india
Kalagada,535240,VIZIANAGARAM,ANDHRA PRADESH,india
Bantupalli,535216,VIZIANAGARAM,ANDHRA PRADESH,india
Munjeru,535216,VIZIANAGARAM,ANDHRA PRADESH,india
Gudepuvalasa,535216,VIZIANAGARAM,ANDHRA PRADESH,india
Mukkam,535216,VIZIANAGARAM,ANDHRA PRADESH,india
Kanimeraka,535260,VIZIANAGARAM,ANDHRA PRADESH,india
Raindram,535260,VIZIANAGARAM,ANDHRA PRADESH,india
Tamatada,535260,VIZIANAGARAM,ANDHRA PRADESH,india
Ippalavalasa,535581,VIZIANAGARAM,ANDHRA PRADESH,india
Kuneru,535581,VIZIANAGARAM,ANDHRA PRADESH,india
Uddangi,535581,VIZIANAGARAM,ANDHRA PRADESH,india
Madhupada,535148,VIZIANAGARAM,ANDHRA PRADESH,india
M Gumudam,535270,VIZIANAGARAM,ANDHRA PRADESH,india
Marupalli,535270,VIZIANAGARAM,ANDHRA PRADESH,india
M Kothavalasa,535270,VIZIANAGARAM,ANDHRA PRADESH,india
Mutcherla,535270,VIZIANAGARAM,ANDHRA PRADESH,india
Pinavemali,535004,VIZIANAGARAM,ANDHRA PRADESH,india
Rakodu,535004,VIZIANAGARAM,ANDHRA PRADESH,india
Bheemasinghi,535250,VISAKHAPATANAM,ANDHRA PRADESH,india
R B Puram,535250,VISAKHAPATANAM,ANDHRA PRADESH,india
Vizinigiri,535250,VISAKHAPATANAM,ANDHRA PRADESH,india
VENNE,535250,VISAKHAPATANAM,ANDHRA PRADESH,india
Garikavalasa,535220,VIZIANAGARAM,ANDHRA PRADESH,india
Palavalasa,535220,VIZIANAGARAM,ANDHRA PRADESH,india
Palli Gandredu,535220,VIZIANAGARAM,ANDHRA PRADESH,india
Gangubudi,535183,VIZIANAGARAM,ANDHRA PRADESH,india
Pathavalasa,535183,Anakapalli,ANDHRA PRADESH,india
